,dt,open,close,high,low,vol,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,jw30,baijiao,buy_signal,sell_signal,cash,chicang,buy_detail,sell_detail,profit,max_zhiying_prices
44,2023-10-19 22:15:00,36.747,36.767,36.782,36.712,470842,1697724900,,1.0,,,,,,,,,92.85321082596656,49.10372147599044,2.2627457506724227,63.463592360015056,0,1,76774.818,36.404:700.0;,,36.747:701;,240.44299999999748,36.792;
58,2023-10-19 22:29:00,36.302,36.232,36.322,36.232,566204,1697725740,,,,,,,,,,,28.81982703139369,54.53733404452857,2.2627457506724227,-24.72287607180785,0,0,102186.218,,,36.302:700.0;,-71.4000000000027,
375,2023-10-20 03:46:00,35.029,35.037,35.052,35.029,404352,1697744760,,,1.0,,,,,,,,22.835088634811925,-9.311203747716682,-2.436754944992998,-74.95869559359669,1,0,51183.99399999999,35.029:1456.0;,35.029:1456.0;,,0.0,35.029;
386,2023-10-20 03:57:00,35.382,35.37,35.392,35.362,198208,1697745420,,,,,,,,,,,80.23474837550933,-6.894194019826358,-2.436754944992998,85.36853324722554,0,0,102700.18599999999,,,35.382:1456.0;,513.9679999999919,35.427;
4,2023-10-20 21:35:00,34.724,34.822,34.822,34.724,462129,1697808900,1.0,,,,,,,,,,51.64935199158201,-5.523299824726941,12.826190454765316,-51.1263561497194,1,0,51378.113999999994,34.724:1478.0;,34.724:1478.0;,,0.0,34.724;
13,2023-10-20 21:44:00,35.127,35.182,35.2,35.127,406530,1697809440,,1.0,,,,,,,,,55.994490749131856,-4.468082832549122,12.826190454765316,71.15343942716605,0,1,77336.967,34.724:739.0;,,35.127:739;,297.81700000000427,35.247;
41,2023-10-20 22:12:00,34.772,34.582,34.772,34.582,1137496,1697811120,,,,,,,,,,,19.94901826555821,-0.3055711889941435,11.01601268452535,-64.64882970792972,0,0,103033.475,,,34.772:739.0;,35.472000000001344,
44,2023-10-20 22:15:00,34.562,34.539,34.577,34.526,328862,1697811300,,,,,,,,,1.0,,6.309154859201442,-2.1843874385916493,11.01601268452535,-75.82594051781781,1,0,51708.905000000006,34.562:1485.0;,34.562:1485.0;,,0.0,34.562;
63,2023-10-20 22:34:00,34.257,34.312,34.312,34.257,342960,1697812440,,,,,,,1.0,,,,-11.18579120449884,-5.592789202871565,8.326878958993596,-77.45925193221157,1,0,391.91900000000896,34.562:1485.0;34.257:1498.0;,34.257:1498.0;,,0.0,34.662;34.257;
71,2023-10-20 22:42:00,34.173,34.207,34.252,34.173,496564,1697812920,,,,,,,,,,,-5.14303833255309,-6.352570909826603,8.326878958993596,-74.23859807124292,0,0,51138.824000000015,34.257:1498.0;,,34.173:1485.0;,-577.6649999999937,34.442;
