,dt_1D,open,close,high,low,vol,turnover,m1,m2,jw,R6,duanxian,long,short,long_stop,short_stop,long_in,long_out,short_in,short_out,profit_rate
175,20220321,161.38,163.25,164.2,160.87,95811352,15775606784.0,0.971,-1.085,22.287966147133588,22.436907273853365,4.927044116902309,0,0,0,0,0,0,0,0,
176,20220322,163.38,166.69,167.26,162.81,81532008,13697800192.0,1.007,-0.581,29.43407910838532,29.02031311430582,6.583405840452457,0,0,0,0,0,0,0,0,
177,20220323,165.86,168.08,170.47,165.51,98062672,16712800256.0,1.058,-0.108,36.801082975046924,36.20001285476425,7.179699740458432,0,0,0,0,0,0,0,0,
178,20220324,168.93,171.94,171.99,168.092,90131416,15487899648.0,1.158,0.463,46.04737038224788,44.7876652030949,8.58765234833065,0,0,0,0,0,0,0,0,
179,20220325,171.75,172.59,173.14,170.61,80546160,13991000064.0,1.26,0.935,54.745395261762766,53.295161983954216,8.507496780859313,1,0,0,1,1,0,0,0,
180,20220328,170.04,173.47,173.62,168.6,90371920,15752795136.0,1.367,1.337,63.09560927751009,61.33987039139602,8.044708407441803,0,0,0,0,0,0,0,0,
181,20220329,174.56,176.83,176.84,173.5,100589440,17433700352.0,1.512,1.807,71.30584367932607,68.93392183660171,7.594051445205693,0,0,0,0,0,0,0,0,
182,20220330,176.42,175.64,177.41,174.58,92633152,16472800256.0,1.631,2.088,77.48580975380325,74.74658720773688,5.812665371135168,0,0,0,0,0,0,0,0,
183,20220331,175.71,172.48,176.75,172.47,103049288,18115833856.0,1.7,2.116,80.96938258071248,77.85513352686718,3.1085463191302978,0,0,0,0,0,0,0,0,
184,20220401,171.9,172.18,174.019,169.865,78751328,13636500480.0,1.76,2.094,83.82948866778321,79.48459397150953,1.6294604446423477,0,0,1,1,0,1,0,0,0.014114326040931546
185,20220404,172.44,176.31,176.41,171.72,76545984,13542099968.0,1.87,2.265,88.89705939191778,82.23973626537835,2.755142293868829,0,0,0,0,0,0,0,0,
186,20220405,175.37,172.93,176.47,172.3,73401784,12891899904.0,1.927,2.193,91.23318502333711,83.56958974882144,1.3298534834430882,0,0,0,0,0,0,0,0,
187,20220406,170.23,169.7,172.07,168.02,89058784,15300161536.0,1.936,1.94,91.22413996880212,82.85511753443984,-0.7144722143816011,0,0,0,0,0,0,0,0,
188,20220407,169.03,170.01,171.2,167.76,77594648,13311699968.0,1.946,1.735,91.33691795254148,81.62762352229078,-1.2274940121490658,0,0,0,0,0,0,0,0,
189,20220408,169.65,167.96,171.04,167.13,76575504,13036199936.0,1.927,1.445,90.085409452343,79.39749661568436,-2.230126906606415,0,0,0,0,0,0,0,0,
190,20220411,166.58,163.62,167.535,163.13,72246704,11981700096.0,1.849,0.976,86.1905553461678,75.09430410578813,-4.303192509896235,0,0,0,0,0,0,0,0,
191,20220412,165.89,165.53,167.7,162.87,79265184,13300400128.0,1.8,0.696,83.8519970429914,71.38512421420832,-3.709179891579808,0,0,0,0,0,0,0,0,
192,20220413,165.26,168.27,168.89,164.72,70618928,11942500352.0,1.789,0.612,83.42583216784675,69.51888529908268,-1.866238915125635,0,0,0,0,0,0,0,0,
193,20220414,168.49,163.16,169.06,162.87,75329376,12559099904.0,1.708,0.272,79.80298848210683,66.25044375053277,-3.268441548549916,0,0,0,0,0,0,0,0,
194,20220418,161.79,162.94,164.4,161.3,69023944,11354000384.0,1.628,-0.007,76.39236918987076,62.8154193778241,-3.435024372708668,0,0,0,0,0,0,0,0,
195,20220419,162.89,165.27,165.66,161.85,67723832,11253399552.0,1.582,-0.103,74.77169605386842,60.73565896415789,-2.0797604136662073,0,0,1,0,0,0,0,0,
196,20220420,166.63,165.1,166.99,163.98,67929816,11367825408.0,1.536,-0.186,73.18944493862685,59.30795773534419,-1.427701228813703,0,0,0,0,0,0,0,0,
197,20220421,166.78,164.29,169.37,163.78,87227768,14710675456.0,1.48,-0.29,71.24538577662625,57.96051970272529,-1.3474380326188964,0,0,0,0,0,0,0,0,
198,20220422,164.33,159.66,165.708,159.03,84882424,13904000000.0,1.363,-0.608,66.59647724079909,54.706250296530186,-3.2542694061951067,0,0,0,0,0,0,0,0,
199,20220425,158.99,160.75,161.16,156.35,96046376,15349600256.0,1.267,-0.791,63.11830816411572,51.60803205282802,-3.0982182437021635,0,0,0,0,0,0,0,0,
200,20220426,160.12,153.86,160.86,151.77,95600152,15153112064.0,1.082,-1.281,55.70577121454376,45.688306203120405,-5.919725849707618,0,0,0,0,0,0,0,0,
201,20220427,153.78,154.44,157.635,153.07,88063192,13859714048.0,0.915,-1.617,49.465686571372856,39.628913177854685,-6.05939302526572,0,0,0,0,0,0,0,0,
202,20220428,157.12,161.51,167.21,151.77,130216792,19637899264.0,0.852,-1.49,48.33772806028364,37.28971806439928,-2.3391951134554034,0,0,0,0,0,0,0,0,
203,20220429,159.71,155.52,163.91,155.235,131747568,21122500608.0,0.711,-1.683,43.61149446632902,33.79780231367198,-3.4919157507273013,0,0,0,0,0,0,0,0,
204,20220502,154.58,155.83,156.67,151.18,123261936,19193221120.0,0.582,-1.795,39.62066655583061,30.497677752408578,-3.3001245612634023,0,0,0,0,0,0,0,0,
205,20220503,156.02,157.35,158.434,154.257,88966528,14133129216.0,0.48,-1.78,37.04864757457405,28.253993984478626,-2.2436837679299515,0,0,0,0,0,0,0,0,
206,20220504,157.54,163.89,164.29,157.13,108256504,17504000000.0,0.472,-1.406,38.88233062072749,28.563788876546383,0.3097948920677567,0,0,0,0,0,0,0,0,
207,20220505,161.72,154.64,163.17,152.83,130525272,20583999488.0,0.34,-1.577,34.775933166970106,24.84421559405503,-3.7195732824913534,0,0,0,0,0,0,0,0,
208,20220506,154.11,155.38,157.46,152.37,116124648,18245400576.0,0.224,-1.651,31.620177600485277,20.485910894613156,-4.358304699441874,0,0,0,0,0,0,0,0,
209,20220509,153.025,150.16,153.83,149.658,131577920,20056999936.0,0.045,-1.958,25.59380216371393,14.201936293609549,-6.283974601003607,0,0,0,0,0,0,0,0,
210,20220510,153.62,152.61,154.81,151.071,115366736,17827999744.0,-0.092,-2.045,21.809574633742358,9.038131473869825,-5.163804819739724,0,0,0,0,0,0,0,0,
211,20220511,151.6,144.6,154.83,143.98,142849296,21298483200.0,-0.328,-2.502,15.237418558726475,3.490920102682722,-5.547211371187103,0,0,0,0,0,0,0,0,
212,20220512,140.87,140.66,144.29,136.93,182602048,25854500864.0,-0.604,-3.03,10.85940184485959,-0.6011245817905717,-4.092044684473294,0,0,0,0,0,0,0,0,
213,20220513,142.69,145.21,146.175,140.66,113990848,16667437056.0,-0.802,-3.166,9.186463391210395,-2.2276188323109523,-1.6264942505203805,0,0,0,0,0,0,0,0,
214,20220516,143.65,143.64,145.6,142.345,86643784,12625673216.0,-1.01,-3.313,7.038011967801793,-3.342137856456901,-1.1145190241459488,0,0,0,0,0,0,0,0,
215,20220517,146.96,147.34,147.865,144.802,78336256,11601200128.0,-1.154,-3.192,6.955679491528841,-2.862126939226073,0.4800109172308282,0,0,0,0,0,0,0,0,
216,20220518,144.95,138.92,146.89,138.1,109742888,15661683712.0,-1.404,-3.493,2.9921531016337184,-4.808617852496511,-1.9464909132704378,0,0,0,0,0,0,0,0,
217,20220519,137.98,135.45,139.745,134.72,136095648,18809800704.0,-1.684,-3.863,-1.0646715953028405,-7.901558393861592,-3.0929405413650812,0,0,0,0,0,0,0,0,
218,20220520,137.19,135.69,138.48,130.785,137426128,18548899840.0,-1.944,-4.089,-2.902575844760193,-9.979303075613245,-2.0777446817516534,0,0,0,0,0,0,0,0,
219,20220523,135.89,141.21,141.55,135.69,117726264,16441100288.0,-2.114,-3.925,-2.1813466887188753,-9.89453076655461,0.08477230905863564,0,0,0,0,0,0,0,0,
220,20220524,138.905,138.46,139.97,135.48,104132752,14522452992.0,-2.309,-3.889,-2.5712035435921337,-9.91089751289367,-0.016366746339059546,0,0,0,0,0,0,0,0,
221,20220525,136.53,138.62,139.86,136.22,92482720,12928000000.0,-2.488,-3.802,-2.7606416850793494,-9.65645665244719,0.2544408604464792,0,0,0,1,0,0,0,0,
222,20220526,135.49,141.88,142.43,135.28,90601552,12879500288.0,-2.612,-3.516,-1.502467413995788,-8.215667385464343,1.440789266982847,0,0,0,0,0,0,0,0,
223,20220527,143.49,147.74,148.1,141.1,91185228,13487638528.0,-2.647,-2.942,2.1079350281346194,-4.506014528294969,3.709652857169374,0,0,0,0,0,0,0,0,
224,20220531,147.17,146.94,148.725,144.98,103718808,15435599872.0,-2.69,-2.499,5.077336779386073,-0.4219153596078229,4.084099168687146,0,0,0,0,0,0,0,0,
225,20220601,148.0,146.81,149.802,145.81,74286632,11067199488.0,-2.729,-2.128,7.742158663351276,3.335139665133326,3.757055024741149,0,0,0,0,0,0,0,0,
226,20220602,145.93,149.31,149.7,145.13,72348056,10814803968.0,-2.73,-1.681,11.206584914307456,7.441901448275075,4.106761783141749,0,0,0,0,0,0,0,0,
227,20220603,145.0,143.48,148.52,142.58,88570288,12886899712.0,-2.808,-1.614,12.036323367823002,9.073239538685897,1.6313380904108215,0,0,0,0,0,0,0,0,
228,20220606,145.13,144.24,146.625,143.0,71598392,10493943808.0,-2.868,-1.501,13.178649390230618,9.874588812063308,0.8013492733774115,0,0,0,0,0,0,0,0,
229,20220607,142.445,146.81,147.06,141.91,67808152,9985070080.0,-2.888,-1.261,15.321158369546552,11.10744596782422,1.232857155760911,0,0,0,0,0,0,0,0,
230,20220608,146.68,146.06,147.91,145.57,53950200,8017209856.0,-2.915,-1.095,16.961583535406163,12.039959068490603,0.9325131006663838,0,0,0,0,0,0,0,0,
231,20220609,145.18,140.74,147.85,140.55,69473000,10013700096.0,-3.01,-1.229,16.682139443469765,10.832902349320847,-1.2070567191697563,0,0,0,0,0,0,0,0,
232,20220610,138.38,135.23,141.55,135.2,91566640,12650754048.0,-3.172,-1.603,13.96541480431192,7.050426822660086,-3.782475526660761,0,0,0,0,0,0,0,0,
233,20220613,130.97,129.98,133.27,129.57,122207096,16264694784.0,-3.392,-2.147,9.672689314765577,1.0933239724914046,-5.957102850168681,0,0,1,0,0,0,0,0,
234,20220614,131.23,130.86,132.0,129.635,84784328,11243528192.0,-3.585,-2.497,6.325138118243359,-4.800325689129409,-5.893649661620813,0,0,0,0,0,0,0,0,
235,20220615,132.39,133.53,135.43,130.336,91532976,12317703168.0,-3.729,-2.598,4.677419763029903,-9.145087336773543,-4.344761647644134,0,0,0,0,0,0,0,0,
236,20220616,130.18,128.16,131.57,127.215,110060456,14139895808.0,-3.933,-2.923,1.792417961519547,-13.623315219207427,-4.478227882433885,0,0,0,0,0,0,0,0,
237,20220617,128.165,129.66,131.159,128.0,134520288,17416400896.0,-4.103,-3.06,-0.038712186630107226,-17.05809650995937,-3.4347812907519426,0,0,0,0,0,0,0,0,
238,20220621,131.52,133.97,135.12,131.37,81000488,11006863360.0,-4.202,-2.903,0.3460729369227735,-18.15735807806979,-1.0992615681104212,0,0,0,0,0,0,0,0,
239,20220622,132.89,133.45,135.84,130.72,73845964,9974587392.0,-4.298,-2.77,0.5152003323270264,-18.4887281881432,-0.3313701100734079,0,0,0,0,0,0,0,0,
240,20220623,134.92,136.37,136.68,132.72,72433768,9946977280.0,-4.346,-2.478,2.0497673708205326,-17.370476169438774,1.1182520187044247,0,0,0,1,0,0,0,0,
241,20220624,138.0,139.76,139.97,137.37,89116840,12525800448.0,-4.343,-2.043,5.010825694097434,-14.434807122774771,2.935669046664003,0,0,0,0,0,0,0,0,
242,20220627,140.795,139.76,141.55,139.075,70240600,9976309760.0,-4.336,-1.677,8.007382936663866,-10.226326415312656,4.208480707462115,0,0,0,0,0,0,0,0,
243,20220628,140.23,135.54,141.47,135.4,67315328,9329420288.0,-4.383,-1.59,8.705060910307374,-7.566323385463306,2.6600030298493493,0,0,0,0,0,0,0,0,
244,20220629,135.56,137.33,138.74,134.84,66242412,9197169664.0,-4.399,-1.408,10.221967487834377,-4.845815726952793,2.7205076585105132,0,0,0,0,0,0,0,0,
245,20220630,135.35,134.82,136.395,131.89,98964464,13504970752.0,-4.446,-1.378,10.410961490939187,-3.74633530355041,1.0994804234023832,0,0,0,0,0,0,0,0,
246,20220701,134.14,137.03,137.17,133.42,71051552,9752920064.0,-4.456,-1.223,11.669856782338215,-1.1640144841232996,2.5823208194271103,0,0,0,0,0,0,0,0,
247,20220705,135.87,139.66,139.84,135.16,73429640,10263069696.0,-4.426,-0.949,14.548767060987203,3.2363984693370753,4.400412953460375,0,0,0,0,0,0,0,0,
248,20220706,139.455,141.02,142.2,138.33,74064256,10560044032.0,-4.376,-0.652,17.842185121443954,8.703350624126529,5.466952154789453,0,0,0,0,0,0,0,0,
249,20220707,141.39,144.45,144.65,140.663,66253708,9653675008.0,-4.28,-0.235,22.565377689846564,16.152717411698973,7.449366787572444,0,0,0,0,0,0,0,0,
250,20220708,143.365,145.14,145.635,142.41,64547800,9466390528.0,-4.176,0.129,27.14179630783832,23.99640474472747,7.843687333028498,0,0,0,0,0,0,0,0,
251,20220711,143.77,142.97,144.773,141.91,63305112,9161169920.0,-4.104,0.299,30.357019006044908,29.879795406186474,5.8833906614590035,0,0,0,1,0,0,0,0,
252,20220712,143.86,143.96,146.53,141.52,77588760,11387531264.0,-4.02,0.479,35.424207043352695,35.06431663312668,5.1845212269402055,0,0,0,0,0,0,0,0,
253,20220713,141.09,143.59,145.6,140.368,71386288,10331936768.0,-3.942,0.593,40.678546863392356,39.17377492251083,4.1094582893841505,0,0,0,0,0,0,0,0,
254,20220714,142.18,146.57,147.48,141.42,78140744,11456984064.0,-3.825,0.829,47.40073671639896,44.303573071853265,5.1297981493424345,0,0,0,0,0,0,0,0,
255,20220715,147.88,148.27,148.91,146.1,76271868,11399339008.0,-3.689,1.091,54.53384072550335,50.3196331665839,6.0160600947306335,0,0,0,0,0,0,0,0,
256,20220718,148.84,145.17,150.0,144.4,81420864,12080199680.0,-3.6,1.12,61.33274045399434,54.09008300592512,3.770449839341225,0,0,0,0,0,0,0,0,
257,20220719,146.02,149.1,150.21,144.9,82982368,12367099904.0,-3.46,1.332,70.46166189672334,59.01624693044283,4.926163924517709,0,0,0,0,0,0,0,0,
258,20220720,149.22,151.14,151.79,148.55,64823412,9875489792.0,-3.298,1.586,78.9408316653145,64.1389749402474,5.122728009804561,0,0,0,0,0,0,0,0,
259,20220721,152.6,153.45,153.67,150.07,65086636,10043469824.0,-3.111,1.883,86.75552549552586,69.14607351673982,5.0070985764924245,0,0,0,0,0,0,0,0,
260,20220722,153.49,152.19,154.278,151.512,66707400,10311992320.0,-2.949,2.025,92.3026031474646,72.70253939603515,3.556465879295331,0,0,0,0,0,0,0,0,
261,20220725,152.11,151.05,153.3,150.35,53623944,8188333056.0,-2.81,2.049,96.32960925254885,74.84017415646342,2.13763476042827,0,0,0,0,0,0,0,0,
262,20220726,150.365,149.7,151.008,148.925,55138692,8366782464.0,-2.694,1.972,98.84754863913068,75.57253050795404,0.7323563514906226,0,0,0,0,0,0,0,0,
263,20220727,150.68,154.89,155.39,149.321,78620688,12150767616.0,-2.513,2.156,103.86459461149151,77.86708781149156,2.294557303537516,0,0,0,0,0,0,0,0,
264,20220728,155.08,155.45,162.1,152.52,81378728,12043805696.0,-2.333,2.3,104.90600483170824,78.11503212722533,0.2479443157337755,0,0,0,0,0,0,0,0,
265,20220729,159.34,160.61,161.67,157.69,101786864,16518237184.0,-2.092,2.651,108.53347346620816,79.79385481386636,1.678822686641027,0,0,0,0,0,0,0,0,
266,20220801,159.11,159.61,161.66,158.995,67829376,10978589696.0,-1.876,2.837,111.08866037784215,81.44250171067647,1.6486468968101065,0,0,0,0,0,0,0,0,
267,20220802,158.2,158.11,160.5,157.65,59907024,9623402496.0,-1.691,2.868,112.41175822423138,82.4344948571611,0.9919931464846314,0,0,0,0,0,0,0,0,
268,20220803,158.94,164.23,164.687,157.71,82507488,13592358912.0,-1.433,3.173,115.41110036896865,84.59629504286978,2.1618001857086853,0,0,0,0,0,0,0,0,
269,20220804,164.105,163.91,165.262,162.545,55474144,9169954816.0,-1.193,3.353,117.50390802377223,86.69201111559644,2.0957160727266597,0,0,0,0,0,0,0,0,
270,20220805,161.54,163.68,164.41,161.3,56696984,9355882496.0,-0.969,3.437,119.11785792416003,88.5757196715088,1.8837085559123636,0,0,0,0,0,0,0,0,
271,20220808,164.7,163.2,166.1,162.56,60362336,9930572800.0,-0.763,3.433,119.78969678820837,89.78093039690195,1.205210725393144,0,0,0,0,0,0,0,0,
272,20220809,162.35,163.25,164.13,161.83,63334504,10401570816.0,-0.568,3.388,120.27841659380955,90.62106742159928,0.8401370246973272,0,0,0,0,0,0,0,0,
273,20220810,166.01,167.57,167.61,162.838,70170544,11830569984.0,-0.325,3.534,121.9632321301002,92.40499734423858,1.7839299226393024,0,0,0,0,0,0,0,0,
274,20220811,168.39,166.82,169.3,166.595,57149160,9678627840.0,-0.106,3.562,122.2255770130785,93.49831476675746,1.0933174225188793,0,0,0,0,0,0,0,0,
275,20220812,168.15,170.43,170.5,166.399,68039384,11628279808.0,0.149,3.726,123.42441798581768,95.23122989627083,1.7329151295133727,0,0,0,0,0,0,0,0,
276,20220815,169.85,171.52,171.71,169.08,54091696,9337066496.0,0.404,3.861,124.31321349824836,97.02763304906848,1.7964031527976516,0,0,0,0,0,0,0,0,
277,20220816,171.11,171.36,172.42,170.005,56377048,9717872640.0,0.643,3.908,124.61097239637503,98.45164042725273,1.4240073781842426,0,0,0,0,0,0,0,0,
278,20220817,171.1,172.88,174.45,170.49,79542040,13858735104.0,0.887,3.973,124.56346472108444,99.51517661167415,1.063536184421423,0,0,0,0,0,0,0,0,
279,20220818,172.08,172.48,173.22,171.53,62290076,10816866304.0,1.112,3.952,124.23629826829861,100.26298542881678,0.7478088171426265,0,0,0,0,0,0,0,0,
280,20220819,171.36,169.85,171.99,169.03,70346296,11992876032.0,1.287,3.747,122.7609583533503,99.95524902327504,-0.307736405541732,0,0,0,0,0,0,0,0,
281,20220822,168.02,165.9,168.11,165.48,69026808,11551690752.0,1.398,3.333,119.67471356186323,97.87989973424631,-2.075349289028736,0,0,1,0,0,0,0,0,
282,20220823,165.41,165.56,167.015,165.02,54147080,9033170944.0,1.497,2.95,116.44960705014,95.01372653890547,-2.866173195340835,0,0,0,0,0,0,0,0,
283,20220824,165.65,165.86,166.74,164.59,53841524,9000899584.0,1.593,2.629,113.60782670745093,92.08522950764308,-2.9284970312623955,0,0,0,0,0,0,0,0,
284,20220825,167.11,168.36,168.67,165.442,51218208,8688910336.0,1.717,2.474,112.00393481496812,90.50073042178761,-1.5844990858554695,0,0,0,0,0,0,0,0,
285,20220826,168.9,161.95,169.43,160.63,78960976,13101944832.0,1.745,1.988,107.61147776622519,87.00025202984538,-3.5004783919422238,0,0,0,0,0,0,0,0,
286,20220829,159.475,159.71,161.95,158.18,73313952,11844766720.0,1.74,1.468,102.61494821269005,82.34624391317435,-4.6540081166710365,0,0,0,0,0,0,0,0,
287,20220830,160.46,157.24,161.67,156.062,77906200,12302856192.0,1.701,0.915,96.98774034255334,76.73412244941963,-5.612121463754718,0,0,0,0,0,0,0,0,
288,20220831,158.635,155.55,158.845,154.1,87991088,13933410304.0,1.639,0.384,91.16060837181698,70.42022060301238,-6.313901846407248,0,0,0,0,0,0,0,0,
289,20220901,154.97,156.29,157.02,153.01,74229896,11684713472.0,1.59,0.004,86.2587357861326,64.06350610416995,-6.356714498842436,0,0,0,0,0,0,0,0,
290,20220902,158.08,154.14,158.67,153.31,76957768,12128902144.0,1.514,-0.404,80.55457481001213,57.358218834569996,-6.70528726959995,0,0,0,0,0,0,0,0,
291,20220906,154.8,152.86,155.72,152.08,73714840,11421573120.0,1.423,-0.783,74.41048307361672,50.476027718315734,-6.882191116254262,0,0,1,0,0,0,0,0,
292,20220907,153.155,154.29,154.98,152.01,87449576,13597348864.0,1.356,-0.994,68.76276323681736,43.57649083953669,-6.899536878779045,0,0,0,0,0,0,0,0,
293,20220908,152.97,152.79,154.72,151.05,84923848,13107591168.0,1.271,-1.223,62.25479894089369,36.399764490815585,-7.176726348721104,0,0,0,0,0,0,0,0,
294,20220909,153.8,155.7,156.12,152.79,68081008,10703977472.0,1.229,-1.235,58.10269021909167,31.447753270949164,-4.952011219866421,0,0,0,0,0,0,0,0,
295,20220912,157.92,161.76,162.575,156.33,104955960,17145310208.0,1.271,-0.913,57.82552324251719,31.103195131960433,-0.3445581389887309,0,0,0,0,0,0,0,0,
296,20220913,158.23,152.17,163.22,151.74,122656616,18773532672.0,1.18,-1.148,52.228550602323764,27.255227958271803,-3.8479671736886303,0,0,0,0,0,0,0,0,
297,20220914,153.115,153.64,155.39,151.59,87965408,13651615744.0,1.112,-1.241,48.09902851113833,23.261008657699435,-3.994219300572368,0,0,0,0,0,0,0,0,
298,20220915,152.98,150.7,154.34,149.44,90481112,13732422656.0,1.009,-1.449,42.388320319906484,17.773234667533302,-5.487773990166133,0,0,0,0,0,0,0,0,
299,20220916,149.54,149.03,149.71,146.75,164556112,24776871936.0,0.887,-1.68,34.92531510671017,12.689570299324956,-5.083664368208346,0,0,0,0,0,0,0,0,
300,20220919,147.64,152.81,153.33,147.04,81497912,12527432704.0,0.823,-1.641,30.741456526767053,10.08100214383073,-2.6085681554942255,0,0,0,0,0,0,0,0,
301,20220920,151.73,155.23,156.37,151.43,107689792,16853424128.0,0.795,-1.464,28.416844878293205,9.811609379034223,-0.26939276479650687,0,0,0,0,0,0,0,0,
302,20220921,155.67,152.05,157.0,150.55,101696792,15818386432.0,0.725,-1.472,23.39675422974875,8.827860411824886,-0.9837489672093369,0,0,0,0,0,0,0,0,
303,20220922,150.71,151.07,153.23,149.25,86652544,13195551744.0,0.644,-1.51,18.32861684647696,7.196193226764308,-1.6316671850605786,0,0,0,0,0,0,0,0,
304,20220923,149.52,148.76,150.88,146.92,96029912,14375245824.0,0.537,-1.641,12.307817140434935,4.236695888400234,-2.9594973383640735,0,0,0,0,0,0,0,0,
305,20220926,147.99,149.1,152.048,147.51,93339408,14148366336.0,0.44,-1.703,7.275157325138792,1.1739479334527232,-3.062747954947511,0,0,0,0,0,0,0,0,
306,20220927,151.07,150.09,152.97,148.299,84442744,12850742272.0,0.362,-1.678,3.579555475622186,-1.2267517107756305,-2.4006996442283537,0,0,0,0,0,0,0,0,
307,20220928,145.97,148.17,150.09,143.22,146892520,21621278720.0,0.262,-1.737,1.1227229654210902,-2.6859373026532865,-1.459185591877656,0,0,0,0,0,0,0,0,
308,20220929,144.43,140.81,146.51,139.03,128138240,18313099264.0,0.068,-2.142,-3.0207230069740234,-5.215337124317372,-2.529399821664086,0,0,0,0,0,0,0,0,
309,20220930,139.61,136.53,141.91,135.54,124925272,17448734720.0,-0.172,-2.652,-7.06852549131257,-8.260625214308988,-3.0452880899916153,0,0,0,0,0,0,0,0,
310,20221003,136.54,140.78,141.399,134.73,114311664,16146445312.0,-0.342,-2.795,-8.127205636284643,-9.511882473859885,-1.251257259550897,0,0,0,0,0,0,0,0,
311,20221004,143.36,144.43,144.54,142.635,87830064,12747541504.0,-0.452,-2.68,-7.189434500819928,-8.790620653004382,0.7212618208555028,0,0,0,0,0,0,0,0,
312,20221005,142.405,144.73,145.68,141.36,79470968,11514901504.0,-0.551,-2.54,-6.087697322739842,-7.341608911137129,1.4490117418672526,0,0,0,0,0,0,0,0,
313,20221006,144.14,143.76,145.84,142.73,68402168,9955832832.0,-0.658,-2.449,-5.455722445546826,-6.030218435616305,1.3113904755208239,0,0,0,1,0,0,0,0,
314,20221007,140.87,138.42,143.53,137.785,85925560,12077711360.0,-0.83,-2.623,-7.349232398386704,-6.8507840723640925,-0.8205656367477872,0,0,0,0,0,0,0,0,
315,20221010,138.75,138.75,140.22,136.965,74899000,10499842048.0,-0.987,-2.707,-8.76595956557803,-8.204891145316978,-1.3541070729528855,0,0,0,0,0,0,0,0,
316,20221011,138.23,137.31,139.64,136.595,77033672,10734616576.0,-1.153,-2.813,-10.60899493425876,-10.329464029457696,-2.1245728841407185,0,0,1,0,0,0,0,0,
317,20221012,137.46,136.67,138.92,136.49,70433744,9781537792.0,-1.318,-2.892,-12.446396996543086,-12.85492117051514,-2.5254571410574442,0,0,0,0,0,0,0,0,
318,20221013,133.32,141.32,141.855,132.21,113223976,15797463040.0,-1.41,-2.674,-10.781638153822968,-12.709457010890446,0.1454641596246944,0,0,0,0,0,0,0,0,
319,20221014,142.64,136.71,142.99,136.33,88597968,12397081600.0,-1.557,-2.709,-11.273428826713186,-13.409336443745147,-0.6998794328547007,0,0,0,0,0,0,0,0,
320,20221017,139.395,140.74,141.82,138.05,85250936,12060950528.0,-1.641,-2.492,-9.781042991153939,-12.163790784615614,1.245545659129533,0,0,0,0,0,0,0,0,
321,20221018,143.82,142.08,145.02,139.04,99136608,14235513856.0,-1.7,-2.221,-7.741515078277786,-9.817787592978988,2.346003191636626,0,0,0,0,0,0,0,0,
322,20221019,140.02,142.19,143.24,139.79,61758340,8857956352.0,-1.753,-1.975,-5.776833389649369,-7.265543468041884,2.552244124937104,0,0,0,0,0,0,0,0,
323,20221020,141.35,141.72,144.205,140.38,64521988,9302546432.0,-1.808,-1.782,-4.018291450919364,-5.135407086827968,2.130136381213916,0,0,0,0,0,0,0,0,
324,20221021,141.2,145.6,146.175,139.9,86548608,12498259968.0,-1.806,-1.407,-0.3644222907728647,-1.6796099590430487,3.455797127784919,0,0,0,0,0,0,0,0,
325,20221024,145.515,147.78,148.535,144.03,75981920,11247365120.0,-1.773,-0.984,4.531525531799531,2.8168977252563536,4.496507684299402,0,0,0,0,0,0,0,0,
326,20221025,148.42,150.67,150.79,147.0,74732288,11189170176.0,-1.702,-0.491,10.446131000676559,8.522029114745251,5.705131389488898,0,0,0,0,0,0,0,0,
327,20221026,149.29,147.68,150.315,146.41,88436176,13203685376.0,-1.674,-0.255,14.23715752790433,12.722019233403557,4.199990118658306,0,0,0,0,0,0,0,0,
328,20221027,146.4,143.13,147.68,135.23,109180152,14841110528.0,-1.707,-0.305,15.324755167897337,13.895099603953739,1.1730803705501813,0,0,0,0,0,0,0,0,
329,20221028,146.53,154.07,155.785,142.83,164762368,25418483712.0,-1.59,0.228,21.951749962585566,18.70338041641567,4.8082808124619305,0,0,0,0,0,0,0,0,
330,20221031,151.485,151.67,153.42,150.36,97943168,15005985792.0,-1.51,0.516,28.65673121423461,23.13863464525683,4.43525422884116,0,0,0,1,0,0,0,0,
331,20221101,153.41,148.98,153.98,147.53,80379344,12130358272.0,-1.471,0.594,32.99124160347384,27.764268137104892,4.625633491848063,0,0,0,0,0,0,0,0,
332,20221102,147.275,143.36,150.38,142.42,93604624,13862999040.0,-1.508,0.356,33.397264372223276,28.805609326587756,1.0413411894828641,0,0,0,0,0,0,0,0,
333,20221103,140.39,137.21,143.11,135.82,97918512,13718012928.0,-1.624,-0.155,29.972152899847416,24.98087592499813,-3.8247334015896257,0,0,0,0,0,0,0,0,
334,20221104,140.65,136.94,141.07,132.997,140814800,19315924992.0,-1.737,-0.564,26.760554206083285,19.53407090805986,-5.446805016938271,0,1,1,0,0,0,1,0,
335,20221107,135.67,137.48,138.12,134.06,83374624,11462761472.0,-1.834,-0.848,24.24454672710783,14.232192328915147,-5.301878579144713,0,0,0,0,0,0,0,0,
336,20221108,138.97,138.06,139.961,136.061,90279320,12529421312.0,-1.916,-1.028,22.378049724575163,9.831900279247094,-4.400292049668053,0,0,0,0,0,0,0,0,
337,20221109,137.06,133.43,138.54,133.16,74917792,10184694784.0,-2.055,-1.395,17.883092908713238,3.6748146582171444,-6.15708562102995,0,0,0,0,0,0,0,0,
338,20221110,139.8,145.43,146.14,133.767,118854032,17051915264.0,-2.022,-1.04,21.30095489737134,4.6803677981973095,1.0055531399801652,0,0,1,1,0,0,0,1,-0.06419989680843229
